naics_bea,Awarding Agency,Transaction Amount,agency_industry_ratio
54,National Science Foundation,369264075.0,0.07561263182279357
54,Office of Personnel Management,161261992.65,0.04133526742194613
54,Peace Corps,23418989.73,0.24141342897816714
54,Pension Benefit Guaranty Corporation,122604328.16,0.1737750019337314
54,Securities and Exchange Commission,70230125.4,0.05524146504446378
54,Small Business Administration,1888510403.8899999,0.5833265922128988
54,Smithsonian Institution,73790605.45,0.04496178699917815
54,Social Security Administration,538880009.36,0.042419276782303006
54,U.S. International Development Finance Corporation,15684981.97,1.0
5411,Department of Agriculture,7659270.0,0.00027828721007806963
5411,Department of Health and Human Services,639592553.33,0.0026049463490257453
5411,Department of Housing and Urban Development,82011836.0,0.006449826453924635
5411,Department of Justice,1089386498.13,0.03429864551923008
5411,Department of Transportation,18400000.0,0.0005110912123237565
5411,Department of Veterans Affairs,26539307.04,7.092968713770037e-05
5411,Department of the Interior,1045452847.98,0.04266838098273383
5411,Department of the Treasury,45385500.0,0.0009961262095623982
5411,Federal Housing Finance Agency,7500000.0,1.0
5411,Securities and Exchange Commission,20800000.0,0.016360820465299162
5411,Small Business Administration,101028304.0,0.03120580970482248
5412,Agency for International Development,9614072.81,0.00020334394838034106
5412,Corporation for National and Community Service,22816973.97,0.19030416436197076
5412,Department of Commerce,16706128.0,0.0008460867802395779
5412,Department of Defense,5155037669.66,0.0011272330038677937
5412,Department of Education,256763194.03,0.009884445106813034
5412,Department of Health and Human Services,413533712.68,0.0016842490260968147
5412,Department of Homeland Security,305957420.63,0.002154912241913794
5412,Department of Housing and Urban Development,283976835.62,0.022333377668604854
5412,Department of Justice,73935231.53999999,0.0023278040459705097
5412,Department of Labor,38097910.8,0.005332086493424496
5412,Department of the Interior,67986853.89,0.0027747678809245304
5412,Department of the Treasury,69083129.03,0.0015162445156572909
5412,Federal Communications Commission,12797028.53,0.01854474669801789
5412,General Services Administration,589587681.09,0.005245947267025816
5412,Pension Benefit Guaranty Corporation,87358272.0,0.12381849901674333
5415,Agency for International Development,475929303.3,0.010066217054468812
5415,Commodity Futures Trading Commission,11174205.46,1.0
5415,Consumer Financial Protection Bureau,33754352.0,0.21315103819774367
5415,Corporation for National and Community Service,51810423.160000004,0.432123001834844
5415,Department of Agriculture,3135082320.85,0.11390815475031249
5415,Department of Commerce,8738117197.26,0.44254452287123613
5415,Department of Defense,93130368199.37,0.020364472856240722
5415,Department of Education,2827298812.22,0.1088406771676203
5415,Department of Energy,2205159352.6,0.004106634335726319
5415,Department of Health and Human Services,38577722609.34,0.1571201808740861
5415,Department of Homeland Security,27943643864.33,0.19681202738254366
5415,Department of Housing and Urban Development,1136469705.15,0.08937773772508155
5415,Department of Justice,8920127093.87,0.2808445649953496
5415,Department of Labor,863637431.3,0.1208724936867288
5415,Department of State,12875951301.92,0.15567957975612284
5415,Department of Transportation,2001533797.74,0.05559599647792984
5415,Department of Veterans Affairs,43058193924.89,0.11507852180178398
5415,Department of the Interior,4875913621.7,0.19900212663974412
5415,Department of the Treasury,9399459905.87,0.20630043445523394
5415,Environmental Protection Agency,245814508.9,0.08112139066944475
5415,Export-Import Bank of the United States,9514484.0,0.315679169887637
5415,Federal Communications Commission,99958812.17,0.1448547877799721
5415,Federal Trade Commission,44691663.519999996,0.729163820221925
5415,General Services Administration,40774265497.35,0.362795311895529
5415,Government Accountability Office,143080007.13,0.6189449727861078
5415,National Aeronautics and Space Administration,1824736903.65,0.012217048352757548
5415,National Archives and Records Administration,262040380.65,0.47930810641317445
5415,National Science Foundation,680830236.53,0.13941070765838337
5415,Nuclear Regulatory Commission,304236200.06,0.9157966579203348
5415,Office of Personnel Management,287640302.03,0.07372902077146325
5415,Pension Benefit Guaranty Corporation,245573856.79,0.3480676259884179
5415,Securities and Exchange Commission,1043180390.8,0.8205426484038182
5415,Small Business Administration,616708908.37,0.19049019013387597
5415,Social Security Administration,6264799185.95,0.4931492095429093
561,Agency for International Development,592110914.16,0.012523534358836168
561,Department of Agriculture,85916229.46,0.0031216274915038447
561,Department of Commerce,580291837.08,0.02938905125318847
561,Department of Defense,135830091974.72,0.029701463384728444
561,Department of Education,3362218382.4,0.1294331267512879
561,Department of Energy,273817182297.7,0.5099255258853567
